Site_Name,Latitude,Longitude,C14_date,Std_dev,Lab_Code,Material_Dated,Reference,cal_curve,Orginal_Compiler,Notes
SITIO ARQUEOLÓGICO NUNASH,-9.726504017,-76.77716827,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO OBAS 1,-9.797126554,-76.66718811,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO OBAS 2,-9.795234021,-76.66594811,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PACHORRAGA,-9.372500308,-76.75136411,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PIJUN,-9.39036488,-76.76050307,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PIRASH,-9.404769813,-76.76354387,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PIRASH 4,-9.403366688,-76.76571267,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUEBLO VIEJO,-10.05265587,-76.72294993,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUENTE INCA,-10.05048567,-76.71955418,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUNCURIN 1,-9.803725721,-76.79145991,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUNCURIN 2,-9.795512807,-76.79908118,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUNTA RAGRA,-9.454546024,-76.74411042,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QUEPACARA,-9.29050507,-76.71855381,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SAN PEDRO DE MARAÑON 1,-9.418592604,-76.80120658,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SAN PEDRO DE MARAÑON 2,-9.419566964,-76.80160313,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SAN ROQUE,-9.644712575,-76.7348016,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SHUCHSHAS A,-9.385233143,-76.69690455,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SHUCSHAS B,-9.386019836,-76.70440102,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CAMINO INCA,-10.05140212,-76.71891136,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CAMINO INCA BAÑOS,-10.04754211,-76.7223208,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CAMINO INCA ISCOPAMPA 1,-9.94985019,-76.76013384,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TUMANHUARI,-9.842474067,-76.69130915,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO USHNU LAGOPAMPA,-10.02531796,-76.69462952,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO USHNU PARIASH,-10.01890474,-76.67208492,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO VILLA MANTA 1,-9.823294037,-76.68490348,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO VILLA MANTA 2,-9.824198095,-76.683094,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO WARIHUAYIN,-9.911245984,-76.74821094,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO YANAMACHAY,-10.12361567,-76.72301705,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO YANAPAMPA,-9.810111512,-76.67411699,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO YAUCAPATA,-10.02154824,-76.68212285,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CAPILLA JIRCAN,-9.757325805,-76.73814246,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CASACANCHA,-9.755586076,-76.728245,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CASTILLO,-9.479194813,-76.79180555,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO QUISHUAR,-9.315433613,-76.68015491,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHANCARAN,-9.289768241,-76.70818361,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHAUPICANCHA,-10.1176707,-76.70842359,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHOCOPAMPA,-9.309457849,-76.68579699,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHUMIPATA,-9.830541205,-76.79289851,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CONTAN,-9.422540719,-76.79641074,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CORRALES 2 PACHAS,-9.665014829,-76.74619441,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO COYLLARBAMBA,-9.387668403,-76.7093799,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CRUZ PUNTA,-9.744956512,-76.75433672,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CUARTELPAMPA,-10.1713074,-76.68959922,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ANGACHARICAN,-9.85802875,-76.69225448,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO GEYATANA,-10.07574447,-76.72665761,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO GUELLAYMAYLANAN,-9.879726842,-76.80201674,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUACARCOCHA,-10.01811469,-76.71707572,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUALLANCA RAGRA,-10.02248359,-76.71138882,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUALPAYUNCA 1,-9.831959237,-76.67317846,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUALPAYUNCA 2,-9.83713876,-76.67702423,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO INI GULPSH,-9.374624866,-76.74954496,NA,NA,NA,NA,SIGDA,,Sales,
ZONA ARQUEOLÓGICA MONUMENTAL GARHUAHUAGRA PICHGAS,-9.62792641,-76.74078225,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO PALCA,-10.15125129,-76.73532808,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO RUMICHACA,-10.20633384,-76.76261216,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LICUJIRCA,-10.13104169,-76.67686924,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TAMBORAJRA,-9.971754019,-76.75353925,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO JAGRARRAJ,-9.59826748,-76.76565524,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO PACHACHACA,-9.855709423,-76.78616066,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PACHARRAGA,-9.373045313,-76.75084795,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PAUCAR,-9.376350637,-76.69210005,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO PINTURAS RUPESTRES DE WINAO,-9.52914939,-76.79608186,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PISHGOJIRCA,-9.445376378,-76.76447849,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QUEPAQARA,-9.564860181,-76.78195061,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO RUCUSUSUN,-9.412716773,-76.7653322,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO RURIMARCA,-9.5288949,-76.79634464,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SHALLAY,-9.447371606,-76.78116053,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SHUCCHA,-9.385237785,-76.70158405,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SUCSHA,-9.365625132,-76.72640467,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TAPU JIRCA,-9.518067481,-76.79922963,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TICRA,-9.457761301,-76.78256159,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO WINAO,-9.528424707,-76.79636039,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CANASTA RUMI,-9.570261579,-76.77231456,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CARGARUMI O SAWAY,-9.399763287,-76.68913635,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CASHAPUNTA PIRURU PUNTA HUANCA HUANE,-9.590240148,-76.76549527,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CUTASH,-9.594418238,-76.76524361,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO GOSHPI,-9.439053748,-76.75606955,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HATUN PUYTUS,-9.729139627,-76.78318756,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUACHUCORAGRA O JARHUASH HUALA,-9.522252994,-76.79753028,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUALPAGAN,-9.758498331,-76.80132458,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUAMANRIPA,-9.418486499,-76.73953154,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUANCARAN,-9.342356789,-76.72946678,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUARI USHNU,-9.295527327,-76.72886311,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ICHIC SUSUPILLO,-9.391282924,-76.72651336,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LIRIO,-9.539417287,-76.70296197,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO AUQUIPUNTA,-9.534901208,-76.690917,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CALLASHIRCA,-9.384268268,-76.79529379,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SHINCASPUNTA,-9.535085972,-76.75231422,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TAMBO OGURO,-9.500304483,-76.71801339,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO WINAK,-9.347152614,-76.79065199,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUACASH O CASTILLO,-9.549564985,-76.71325925,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LA LOMA COMPLEJO ARQUEOLOGICO LA LAGUNA,-5.200148948,-78.79230296,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO LOS IDULOS,-6.059143969,-78.77812226,NA,NA,NA,NA,SIGDA,,Sales,
ELEMENTO ARQUEOLÓGICO AISLADO MONOLITO SAN PEDRO,-5.984846772,-78.78021206,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO BARRIO CHINO COMPLEJO ARQUEOLOGICO LA LAGUNA,-5.203075078,-78.79666603,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO CERRO CONDOR,-6.102604962,-78.77778125,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO ANDENES,-6.002151284,-78.78532492,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO HUACA LA FLORIDA,-5.717898813,-78.79734734,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUACA VISTA HERMOSA,-5.255658595,-78.77325234,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO BRUJOPATA BAG 01,-5.632500147,-78.79272671,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUACA BARRIO CHINO SI 01,-5.203229323,-78.7968278,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO PINTURA RUPESTRE DEL PEÑON COLORADO DE LA CORDILLERA DE TARROS O PICTOGRAFIAS DE LLIPA,-6.311674863,-78.7700022,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TORRES DE LLIPA,-6.313658704,-78.78368103,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO LOS GENTILES,-6.359209521,-78.76490091,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO EL PEROLITO O EL PEROL,-6.212618415,-78.79332084,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LOMA HUANGASHANGA,-6.391463573,-78.79663087,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MACHAY LAS IGLESIAS,-6.401730678,-78.77105984,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO NUEVO LAUREL,-6.392332554,-78.78428398,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PACHACHACA,-6.356972338,-78.84041979,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QUISPILLO,-6.412483649,-78.80786336,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ALIFIACO,-6.406389431,-78.8075189,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CUEVA DEL DIABLO,-6.403718263,-78.77080724,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CULLUNA,-6.375936292,-78.83139491,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ANGURRA,-6.356191849,-78.84401924,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUACA AMBULCO CHICO,-6.414056985,-78.76609963,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUACA FLORES,-6.364204274,-78.83610663,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUACA GALVEZ,-6.380040219,-78.82706748,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUANGASHANGA,-6.387441643,-78.79890707,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO AÑASLOMA,-11.95182832,-75.40076983,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUALLARGAN,-11.93964207,-75.41065206,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUARICOLCA,-11.51599368,-75.64451159,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QUICHUPA,-11.68970433,-75.37345369,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QUIULLACOCHA,-11.66284154,-75.35507737,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO TERRAZA DE CERRO COLLPA,-11.72556248,-75.41218206,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO HUAJACO MACHAY,-11.66982392,-75.36164637,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CANIPACO,-12.36900033,-75.44081598,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO ALLCARCOCHA,-12.40442099,-75.50337919,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO COCHAPATA,-12.33542073,-75.37660719,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO IGLESIACHAYUQ,-14.12749123,-73.59376346,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO JAMANA,-13.76808462,-73.53777688,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO JASIACHI,-13.77161583,-73.50860446,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO KALLANKA O TAMBO INKA DEL CERRO CCORIRAYA,-13.75550474,-73.54442087,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LLAWYIHUYCCO,-13.78472319,-73.59777289,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ATACCARA,-13.7399841,-73.54600553,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MAUKALLACTA,-13.74730309,-73.59855997,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO OLLOCCO MOCCO,-13.76159625,-73.54728706,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUNSAUCHAY,-13.76520338,-73.51550709,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO TERRAZAS WISAQNISOQ,-13.75991061,-73.53131719,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO UPAMAYO,-13.75153731,-73.54304902,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO YAMJAY,-13.74466081,-73.50870122,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO CERRO CHALLHUAYA,-13.77460798,-73.60258703,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ALCCACERCCA,-13.75099772,-73.54046305,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO SEÑAL BUVERAYOOC,-13.72630548,-73.50186399,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO SIRENA LADERA NORTE,-13.77025303,-73.51045348,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO SIRENA O PUKA PUKA,-13.77938779,-73.52628459,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CERRO TORACCA O TINAJERAYOCC,-13.7805588,-73.50760438,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CHUICHILLA,-13.73458448,-73.5076461,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO HUITON,-13.77657028,-73.60111407,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO JATUN ANILLO,-14.66291548,-73.10166701,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CAUSIÑA,-14.39221489,-72.92229077,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ANARO,-14.45227806,-72.90980865,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO APACHETA CALVARIO,-14.37555361,-72.91019927,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO APACHETA CUELLO,-14.57788255,-72.97441314,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO IÑAYLLUPATA,-13.50180568,-73.53029662,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO APU CHIPAO,-13.71873785,-73.57964508,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO JANTUBAMBA,-13.64433259,-73.4983711,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LEJLES,-13.46816421,-73.59425321,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MACCMACCOCHA,-13.60752925,-73.56991373,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MARAYPAMPA,-13.65638182,-73.51180911,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ATOJSAYCO,-13.66464286,-73.56687066,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO AUKIMARCA,-13.70357661,-73.58093817,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MUYUORQOPATA,-13.46744867,-73.55732019,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO NANAJHUAYCO,-13.65083539,-73.55529782,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PACCACANCHA,-13.63453561,-73.52584728,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PACHAJA,-13.65197117,-73.48206359,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PACUNCUYOQ,-13.64223931,-73.52922871,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PALLARMOQO O ANTAJAJA,-13.50655405,-73.51386101,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PALOMARUMI,-13.48373777,-73.550932,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PALOMAYOQ,-13.66121362,-73.56475601,NA,NA,NA,NA,SIGDA,,Sales,
ELEMENTO ARQUEOLÓGICO AISLADO BALTAZAR PATA,-13.64523992,-73.5139587,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PATACANCHA,-13.63859626,-73.53686755,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO POTRERO,-13.49063592,-73.54638256,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUCAYPATA,-13.48468976,-73.56875408,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SAJRARA,-13.66843614,-73.51107713,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO SAYWAMOQO,-13.6357536,-73.50277871,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO SORACCOCHA,-13.61320869,-73.54848397,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TALAMACHAY,-13.65372913,-73.47981543,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO TANCARPATA,-13.70613613,-73.60179085,NA,NA,NA,NA,SIGDA,,Sales,
ELEMENTO ARQUEOLÓGICO AISLADO TORRECHAYOQ,-13.45536514,-73.50362993,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO WACHANA,-13.64284767,-73.50997138,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO WANTANA,-13.6523875,-73.55172956,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO WILCAWASI,-13.63697572,-73.52879914,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO WIRCA,-13.63168773,-73.53035694,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO YACCTACCOCHA,-13.62755275,-73.52817351,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO YACUTUCYAQ,-13.65967746,-73.51268509,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO YAHUARI I,-13.64981282,-73.53200106,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO YAUTIPUCRU,-13.63896053,-73.51901694,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO YUYUTANCAR,-13.63699248,-73.50135674,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO AJCHIHUACHANA,-13.70841748,-73.60237835,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ALEJOPATA,-13.66126014,-73.51432057,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO COCHAHUAYJO,-13.65529206,-73.5139882,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CONDOR CCACCA,-13.63700262,-73.53641521,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO CORI PATA,-13.64567023,-73.51940954,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CRUZPATA,-13.62969342,-73.49020999,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO CUCHIMACHAY,-13.6723643,-73.52097161,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ERAPATA,-13.66193565,-73.50039505,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ANTAJAJA,-13.66103365,-73.49772929,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO GENTILMACHAY,-13.65593529,-73.49175323,NA,NA,NA,NA,SIGDA,,Sales,
PAISAJE CULTURAL ARQUEOLÓGICO HUARAJO JATA,-13.643763,-73.53313841,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO ISCAYHUANCA,-14.20407082,-73.52866362,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO LLAMPAY,-13.74286502,-73.5077139,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MAYUQPATA,-14.28123419,-73.24767132,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MISTI WAQACHI,-13.48277786,-73.46250329,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MISTI WAQACHI,-13.50085605,-73.4623876,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO MOTQEPATA O ACJACMARCA,-14.28995641,-73.25635278,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO AWQUIMARKA,-14.11805978,-73.55055738,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO AYAPATA,-13.74897035,-73.50982061,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PAQCHANI,-13.56249893,-73.0791628,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PILLQUYRUMI,-13.74803192,-73.50710785,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO PUITO APUPUYKA,-14.0844411,-73.5458337,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO QANTUCHAYOQ,-14.21080638,-73.52741554,NA,NA,NA,NA,SIGDA,,Sales,
SITIO ARQUEOLÓGICO RUMICHURCO,-13.67888691,-73.34055709,NA,NA,NA,NA,SIGDA,,Sales,
